HashOwner,HashApp,HashFunction,Average,Count,Minimum,Maximum,percentile_Average_0,percentile_Average_1,percentile_Average_25,percentile_Average_50,percentile_Average_75,percentile_Average_99,percentile_Average_100
e7cb0b576817feca5b5bcb411f5ff7fa7bb2f273434c29c0e3375af2a6c1af21,4ca878643f4a07cae069ae6d71a035b85787dfd4edf2b390687dfe1fdc26c2b4,a21d40a02e91fa5eb9843759376b36f1a921da03d998f9500d56ce568c93ea99,1,496623,0.0,2189.0,0,0,1,1,1,6,206
a14a58da142e85b4213842d0a8780abf1d577858abba0c6d2cb81752275fa955,930255acd820e4cad8b536cce71a3ab14df9a61427ba134e0d2f49668dc59582,0bbdc93ce0e544116697389921614f27e4818e47e333874341cb6de854d12d52,1485,867,2.0,7068.0,3,3,1020,1400,1934,3796,7068
0ea8be71eb59c76830101f59f49cb887fde3c77df381cc854e935f29941ea160,90c86e428ac1bf2dfc3417cb9b6be7fbdcf793f2d2abef984fcb107b3379d923,d7a58e235b0a96b212a91575aee078f5c235a8598c6510710b7a7018904077b9,1082,288,124.0,89386.0,124,140,156,171,203,58762,89386
3c2b53be036ad30aeb265e1f53c98e3bf2984822f73f6c30d8f8d472fc8b69ec,2dd40e2d3eefce8b196994e158a8157fc9e476530e2c17f8cc3aaa86b2a60a82,5354dcb9c9162ea2ce8f051801cf39d612f3b9a15e4eb54e8f27583ccde7fd0f,36837,480,453.0,190428.0,453,703,11101,28746,49259,155826,190428
039305b314eabd2e0e1745973656212c7e5d3b9e172d19d4d077a3180898d93d,3f5165e90cb09ea4d5f041d7e8229e710dd1e2f6b277eaa4acfbbddeca79119a,424718bafd3ad9e09c605dd68c7fdeb6848c753430a6e6b873823dcb5a186936,552,144,184.0,2065.0,184,187,224,251,934,2005,2065
02efd0a1e4add95efc825c128f60380d488aebaa5655ee2ff5ca81dfbc5f4362,a9ac29f04a93596106f581a6c6eaeedc2e0dc8514c10c7a94085db9e63a8eb98,7472df890869186c3a8d1359f2645c8a7567db39a68bc6094bf40e7384207e3f,19,3515,6.0,5387.0,6,6,7,7,8,178,5387
43c5a32028b5ea6b2da2533e50f301fca9cf09c25422ad65a1dc67e2f5523e83,777b91f2fc5b28a5408a17bda144bdd0d2e1c749417f6047718268e55d91d285,46b18a81a3cb8565809e45a1dfe6a4aaf37beeb299f9fd6279f531f1f26ce356,367,1454,0.0,16444.0,0,0,0,19,31,12859,16444
4859af69fe56b04a87dcb8d6ae0eb4c92bd9f8da5c8ba0d2eb5a1eb9add34d58,a77509e1ca70201dc40ee0bd3ec51b7ae4f94317d91a0fe8280ac805162663ad,975389fc07c746d2bf5b98b676862a94c22703d5e1599bd58160e79323cf451d,106,287,0.0,1443.0,0,1,2,3,8,1353,1443
a503a70be4b0a3c60eefb64e763be527e5bc812db830b1c165aa73fb29be551e,064a08f4586a62b539042e08348c6ab5d316b51fa5cdc63710490b1e3772c99a,d510ee451b72401d226dd6c823be29eb106d9b52a989301c08ada5b3ad5413d8,48,14157,0.0,92924.0,0,0,6,10,16,73,17832
240e2630b11a2a92f624ad8976bc3b8a151a735f62c25df0e9ef6db26ac614aa,4df5177115942bdb51acdc5a5c13067d597f05c2cb170ec49753782c8480c3ad,6d433637d1e5ecf2f34a2de840f21d717b95977a3f8f729870963c4c55586875,189,288,1.0,1233.0,1,1,1,2,178,985,1233
ae7415608b4e2d6b812ea42fcd2ec6c0b5893eaa591dee7bd3de82951c134fc7,30790f1060fa3c6f174954d88639eff038a34ea3fd9dbe7cbcc60d13e3959b9b,e35629fabae6d891a7f1a786d57d22c1ff0600937fc97e3af925534111442682,38,1473065,0.0,2377.0,11,15,17,18,52,143,282
5757ba549b0eadcf6dc05c425c2d36c77a949fa4ac60da932247a33faff82939,f9fa0095f2d705174761ff5a4f7a817319505bd844e33dc661a25ad87a257fa1,3bce912b4f5979abe966a99daca191d3ca5718da7d19abec72de557768eb10ac,187356,148,0.0,295640.0,0,0,203657,215416,244609,287417,295640
e222ea5d40e7765602ba3597bce64f4ca88e7c03ec426542e9e483d4ca5f961f,46715e33862636b53876c8c8c5d49d848c594e85bf2993ae676c3b240939bcc1,58a1dfab98a678d46760208cda5c6417ef8d5edd7b2d0be4db2bc4a19e60cfdc,3,1440,0.0,703.0,0,0,0,0,0,31,703
6d0a9b8a24031806c0beaa667be6d6f1f85faf80662cabdd9ab82a9ab14052fd,ed25aec7bfecf1c578acab5ee21e8a552e6f2cf91394a4665b24c4b25d4c588e,1a0b4f2c96a47cd3007d7b6ff9e16564c975967e7256b9b7ce14f33683aaaed8,7576,288,5679.0,18477.0,5679,5693,6319,7082,8327,13805,18477
c79f400daddb7a14e07167e898208e081f730145311c5b3ca1b1ffc4b1748c3a,39045bd6a5ab91815ebc5be8271f812d792d1812a050ceabb68dd062c8a2a8c0,365a441c9a4198470d4242369b86d79766a628a7730d4034ed1214927e174632,702,720,515.0,3434.0,515,531,596,651,742,1333,3434
4f13297fc6195014d10f4cc6b80ea2ab15ca4329a245702b8aa047c6508851e6,916e9953c773813c3197030d2a7cfed1e4360cab2d911319196da6e2510587bc,7371b084f3fcf7eb2bd7660d75b17eadd0031aa837f5bb997db053f72d6941b4,1920,1440,750.0,18994.0,750,781,890,1000,3319,4930,18994
504f219acfc423a6b7a20da001d3b0265448688aa0607cec75930794f7b987ac,4f39d62db6a4d44e3661cd939f9fb8b3461166ec4977afb6baab394e994aed05,6527e37dc7fde33cb14dbdfb4034484539121618d46f9d6c27696bb898ab3d54,826,288,46.0,6235.0,46,50,90,423,785,5636,6235
c21e5054a535517fafc56f185449e08d332c2e9287d6f33cfce5d72b42033c3e,e9074dab7d9e7ecc1cbd0245012f7a80a905d72f6e24d09b3b3d0c1d8137b3cb,35196c9a3cee4e22d988206fbd9c69327d752d7e77c145cea2a4c5babd743855,137050,955,25.0,300372.0,25,56,68533,124411,192179,293093,300372
8509ee974d1c344a8e7874505e069136c560b2e2b0ebb944af39461bb952a8db,7dfc273a0020316d504c94d1b4e8b4a132f123aa359211538d4ee583db64e11e,8081e2b4d6e03b4df33cf574cf0a71870d69bd3605167ad1291a367019217e1f,27330,26902,37.0,301837.0,47,288,15964,18789,25088,126866,301687
d5adbc2da9c1ed538442270fa5938fbfe40b03e94c94bad8afcd51b7cdc86d7a,994a612d96d814bd1c4f2feffdb542800232e54f2eac22972f33079f710c7a30,fc3402f8269f94372f3efa3c17ba56c9c92fee3e6e943293850d1b707dd6ffd6,208,1440,200.0,375.0,200,203,203,203,218,249,375
f4b73e706d1644b455e4328473c10be3e8a285e9e852c8358537aefb896d592e,1ea047c15ea84ada416de35b86f848ba3a27fa91e118201c09b84cacec01a20f,e0ab635fd8d10d75ca8ef617ff85368e352249957b38a5ec9bff9e50e2b87b0c,262,1825,14.0,21830.0,14,15,72,93,147,1554,21830
a503a70be4b0a3c60eefb64e763be527e5bc812db830b1c165aa73fb29be551e,064a08f4586a62b539042e08348c6ab5d316b51fa5cdc63710490b1e3772c99a,f49b3f36431f45df4431898792597b95cf40dd142a138e5dcb738d951831f99f,1209,501,0.0,96911.0,0,0,0,0,15,43248,96911
503c499f9c7f5d1d091c0a1211902f87017f01a2b68071732ffc5109b0fde89b,296c80b0940ec9ae80539a2e1af3166f9d2d227ba7a2b5161d2af93b1cceea09,28a750233fd681a8441ed03e0df422285a515b7123f6f9f862ca450747f9930c,65,11480,16.0,13341.0,28,33,46,55,69,181,3380
cd1bad6c374a96c30f40bb157434f17a11c1363c9ee04b7e3d0d7e2b7cb46032,600437b2191df00fd85cca2efcd51604d7a9a3c4be310f0d898ad0dc45b4748a,582da3da06453e61ff4dac63b639cf1529de66c79b1248f4f0c7146ecafa86ff,446,3545,0.0,25666.0,0,0,0,3,1074,2182,8815
cd1bad6c374a96c30f40bb157434f17a11c1363c9ee04b7e3d0d7e2b7cb46032,600437b2191df00fd85cca2efcd51604d7a9a3c4be310f0d898ad0dc45b4748a,d6798f1ef13364cc809525a3ad52fc8518bc9ce6209cb5999743db2e492174fa,1179,289,46.0,15335.0,46,55,109,156,250,13902,15335
30a876e80855f9f46187a876eb5d2d39a93fb3d1b9f31eb7d3b2859ee5a90ab1,8f044447f82ae4606a5762193ff61b14dbf25e24a816197e01a73fd8eba1a93e,f92201e60a0a44b2e026c76c93f416e82b717164d778718679ff547dd49f44f3,41,2418,18.0,2722.0,19,22,28,32,38,121,2722
30a876e80855f9f46187a876eb5d2d39a93fb3d1b9f31eb7d3b2859ee5a90ab1,8f044447f82ae4606a5762193ff61b14dbf25e24a816197e01a73fd8eba1a93e,7ea6943a3283f724c12c50663db0f70b1f95d21e3966c2b10f1256c53053852a,35,3066,18.0,2018.0,18,22,27,30,35,90,1561
be54902b3e604b2683b13c5189c5d9b6d6ec605638e38c472b714588fb7bd329,fd4b1116ec85b88a90150be69f0146694a0fbe4e1c534113208edc7def6549e2,d4d3b997c360857557c4741a54a08b7b7a489f6a259bbedb48ab1432e5a2c020,127,2880,27.0,6592.0,27,31,46,62,78,1077,6592
09390ede2fb563deae303a4c69726022b73623942d2bda0f0f0711810b7da647,e7e51baac8d52f6e990261344c40d497d3ba2c720474b458df65d3ed7f916c6d,056ff9562f4557377054e2ab88f43c066fbf8fb80eeb3c4737f6b8a58892263b,4,1440,0.0,187.0,0,0,0,0,0,46,187
7546e93130588df385eb9a6b59d99ede2bcb78fdc3c6ce508778102b2403fc47,195ea81a9b67a8a23505b7e6ffa6495878fe35840bbf898ac8adf31033848c90,08e5fa597ff178985e7e7ad62a8a8864d7827c0735168208d78c657cb63dec1c,88,237939,15.0,33079.0,78,79,82,84,86,100,21602
d7bfe8a941fe41dda9bf535ff31891fd2d8651f9debaca81d88e4f3081cd0ad7,e451d5a300e2694e84b4e4e38b63186f0c8a5b5cd845cba4ee84e3c8f661184e,2ffa3413594d1aa03b3ce8685b52e7cd17f701a692f8e145e3b6c471a2b67481,393,1451,237.0,3312.0,237,251,304,318,342,1303,3312
e514bd7b0ad56fc50687060f01404439cb195ddec0f0c60e13daac2b0c519322,c41ecd051c07c95012043551f2d7c6bea46ade80391d47c9c3c91bdba0bf4e4b,4ec6ff34dcc441c957017b5b8eb4974a7691b8059862a97fbefdc31091d4fa2b,728,1121,0.0,32532.0,0,0,2,4,18,32283,32283
944424f818504c8f9e815c82f77b50a45e59a9e17c04209df2db0911a7bb635b,dadd376feb61ffa32034e97b92ed656c6eb519a274617b2cb83779f2ce66b382,d4e7616f11654295fb8205a58aec9ec944560d1e53c832e3a5aa929f49a0c4cc,73,288,1.0,1111.0,1,1,1,1,8,873,1111
2202c4a6f93db3f3201e5d9992b51b3dc35d7f77525ffdb42feaf00e6ef7cbc2,e7aed5baf35ffa7674d98288b9a5a0c1dfd63486063a6cc56bddd4bb833992a0,8e6f949ab7726b70d5488db5978e02cb39c5a5a0a845e253f13c452e5cadbf52,207,1440,78.0,1290.0,82,90,144,183,221,722,1290
46970ac1c7c4ac0a81aeb0af235891b84425400cb1020a8dc88c9c718a964cab,b41a70f761ca61bb5c333739e295838de430c26869d5398ea7f169ab7395eb71,fa021bdf18ab1e12c682f613f8c1900a357a4a7dbc203905b1410c175cbbc125,144,360,1.0,1414.0,1,1,1,2,11,1140,1414
325305b32853db5ee64314819ea00a81fedac03faf60c0cc3e57dbafd8dfe51d,099303aeffd72b398685be0b0599aa6e79a83c262c96b2fe7f3a7cbc13a66b4b,e3a5f375e1f9cf49ca2bb96e4a9052d81ac28573f5011768b964b88ffd4af021,419,118,31.0,1567.0,31,31,60,371,545,1529,1567
4a842dab57629eaef007369f8c0b50f0f35238ec61d99c3c2909a2ba74521b43,fbe4c9a20bfda4429d4eb03d457e03a0bb3118e1dd1a187c0083267960ef5ffe,e571254da9d083b50bed2ad279e6db57f9367caf59477aa88d81f89ccbabed9a,713,941,10.0,70419.0,10,15,29,46,153,27224,70419
ae955d705e472036067dfa96648f27cacfc2ba5899176f0b1b06ca21445d3e10,aa27c0f512cdc585299340a03857a09ab01462c167476047e5e526434b4d5207,adf210aecec6958788e72817016ec8017a1ff2c5d93c5af0e5bae27aef7a9c32,73,1440,35.0,8301.0,35,41,46,46,51,297,8301
01ed5278292ff23d8c514f0c930415e8ade9b27bae799143884da7bb119366e3,3363311f354a961de32d67a69ec85cd2e2c5045ca0949eee585d698219517e45,e9a8ae77e1965c39d461e39101f063b8e9e13b5f992dd677734ad40046e0e129,285,14319,3.0,3723.0,3,4,5,140,477,1457,2249
1c4fc92590607ee08e2699e9dadd54f87b4f95fb9e5558bd4870dfaf29ff733b,f65065eb51382a457232e5539165574b3ef3bbf93cb8b10cdaefa52887bb4020,5e0e6448cf77de5b736a6e4fcc8dbd4ab74ea6f7733cfe9b680106ca8b78146d,6592,134,1616.0,62875.0,1760,1764,2017,2963,7493,62431,62875
485eb2fdfb5586b73e102298d3a4a46ccf5d92a8a0301a1a54eab898d63380a4,4625b41ed6a8344e31709333ee738b67591e776e71cdcb423026073ef6de54cf,01e9ee87c9fe0b172f8434ffad330923d909fb383f44fd9cd27bd42ed1678b57,578,2774,218.0,5252.0,218,234,281,326,590,3346,5252
491ed078c2743a9e2f9c3f5850c9acbec8ba6bd93fd2d3974984e006b6607ebb,e2734d4d4c7ccbc0207a0ac6671c5c5bd62cd728fbf788a6bf64beae075bb9f8,6816c45e0a5d08d79879635681c94fce4e57100c79ba028e2b90ef4a59a6ed73,46,288,0.0,732.0,0,0,0,16,18,640,732
6bd08649c733f129703e8370a27b3a8cc0fb402c400ea745fbf3e8af79d6beff,eabe82bd3c7a8c623fac14bd25f0b24c68d0fe0dfff3d784490a4bbcbc10c06c,adf9223e90a41cfd2746c3d3f56e01ee8316d68b99afff84c5a62f7098335b05,97,2002,9.0,659.0,11,19,57,81,118,321,529
